1.0.169.49: 23969, TOT Public Company Limited
200.60.122.169: 6147, Telefonica del Peru S.A.A.
200.60.124.50: 6147, Telefonica del Peru S.A.A.
200.60.128.186: 6147, Telefonica del Peru S.A.A.
200.60.5.205: 6147, Telefonica del Peru S.A.A.
200.60.53.18: 6147, Telefonica del Peru S.A.A.
200.61.215.8: 7303, Telecom Argentina S.A.
200.62.146.116: 12252, America Movil Peru S.A.C.
200.66.43.202: 13999, Mega Cable, S.A. de C.V.
200.66.67.94: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
200.66.73.211: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
200.66.85.242: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
200.68.103.209: 16814, NSS S.A.
200.68.107.106: 16814, NSS S.A.
200.68.107.13: 16814, NSS S.A.
200.68.113.85: 16814, NSS S.A.
200.68.126.62: 16814, NSS S.A.
200.68.71.129: 16814, NSS S.A.
200.68.93.244: 16814, NSS S.A.
200.69.101.250: 19429, Colombia
200.69.106.178: 19429, Colombia
200.69.143.74: 11664, Techtel LMDS Comunicaciones Interactivas S.A.
200.69.210.245: 16814, NSS S.A.
200.69.66.218: 262186, TV AZTECA SUCURSAL COLOMBIA
200.69.66.221: 262186, TV AZTECA SUCURSAL COLOMBIA
200.7.200.145: 19114, Otecel S.A.
200.7.219.81: 19114, Otecel S.A.
200.7.227.82: 19114, Otecel S.A.
200.7.95.154: 27800, Digicel Trinidad and Tobago Ltd.
200.7.98.2: 33182, DIMENOC
200.70.38.26: 10834, Telefonica de Argentina
200.70.40.138: 10834, Telefonica de Argentina
200.71.110.130: 265606, DIGY NETWORKS
200.71.229.197: 7303, Telecom Argentina S.A.
200.71.45.125: 10620, Telmex Colombia S.A.
200.71.70.66: 266206, CABONNET INTERNET LTDA
200.73.147.194: 7303, Telecom Argentina S.A.
200.73.17.100: 18747, IFX18747
200.73.183.150: 7303, Telecom Argentina S.A.
200.73.6.34: 18747, IFX18747
200.73.69.178: 18747, IFX18747
200.73.92.242: 18747, IFX18747
200.75.205.210: 18809, Cable Onda
200.75.245.88: 18809, Cable Onda
200.76.1.150: 11172, Alestra, S. de R.L. de C.V.
200.76.13.106: 11172, Alestra, S. de R.L. de C.V.
200.76.134.34: 11172, Alestra, S. de R.L. de C.V.
200.76.152.31: 11172, Alestra, S. de R.L. de C.V.
200.76.179.42: 11172, Alestra, S. de R.L. de C.V.
200.76.185.114: 11172, Alestra, S. de R.L. de C.V.
200.76.187.227: 11172, Alestra, S. de R.L. de C.V.
200.76.188.126: 11172, Alestra, S. de R.L. de C.V.
200.76.21.178: 11172, Alestra, S. de R.L. de C.V.
200.76.241.102: 8151, UNINET
200.76.251.22: 8151, UNINET
200.76.29.116: 11172, Alestra, S. de R.L. de C.V.
200.76.31.130: 11172, Alestra, S. de R.L. de C.V.
200.76.31.146: 11172, Alestra, S. de R.L. de C.V.
200.76.31.162: 11172, Alestra, S. de R.L. de C.V.
200.76.31.170: 11172, Alestra, S. de R.L. de C.V.
200.77.120.170: 13999, Mega Cable, S.A. de C.V.
200.77.121.106: 262916, Mega Cable, S.A. de C.V.
200.77.147.2: 262916, Mega Cable, S.A. de C.V.
200.77.226.52: 22908, Sixsigma Networks Mexico, S.A. de C.V.
200.77.46.14: 262916, Mega Cable, S.A. de C.V.
200.77.47.66: 13999, Mega Cable, S.A. de C.V.
200.77.48.86: 13999, Mega Cable, S.A. de C.V.
200.77.50.126: 262916, Mega Cable, S.A. de C.V.
200.77.50.14: 262916, Mega Cable, S.A. de C.V.
200.77.50.198: 262916, Mega Cable, S.A. de C.V.
200.77.50.82: 262916, Mega Cable, S.A. de C.V.
200.78.235.103: 6503, Axtel, S.A.B. de C.V.
200.79.110.34: 8151, UNINET
200.79.179.25: 28381, Grupo Hidalguense de Desarrollo, S.A. de C.V.
200.80.130.150: 11664, Techtel LMDS Comunicaciones Interactivas S.A.
200.80.219.252: 11664, Techtel LMDS Comunicaciones Interactivas S.A.
200.82.24.218: 7303, Telecom Argentina S.A.
200.82.24.250: 7303, Telecom Argentina S.A.
200.85.10.187: 17079, Telemovil El Salvador S.A.
200.85.161.78: 25607, IBW Communications
200.85.168.7: 25607, IBW Communications
200.85.170.218: 25607, IBW Communications
200.85.224.229: 14187, SENCINET LATAM COLOMBIA S.A.
200.88.101.88: 6400, Compania Dominicana de Telefonos S. A.
200.88.112.209: 6400, Compania Dominicana de Telefonos S. A.
200.88.112.225: 6400, Compania Dominicana de Telefonos S. A.
200.88.112.249: 6400, Compania Dominicana de Telefonos S. A.
200.88.112.89: 6400, Compania Dominicana de Telefonos S. A.
200.88.114.169: 6400, Compania Dominicana de Telefonos S. A.
200.88.114.186: 6400, Compania Dominicana de Telefonos S. A.
200.88.114.193: 6400, Compania Dominicana de Telefonos S. A.
200.88.114.241: 6400, Compania Dominicana de Telefonos S. A.
200.88.114.9: 6400, Compania Dominicana de Telefonos S. A.
200.88.115.1: 6400, Compania Dominicana de Telefonos S. A.
200.88.115.41: 6400, Compania Dominicana de Telefonos S. A.
200.88.115.49: 6400, Compania Dominicana de Telefonos S. A.
200.88.116.1: 6400, Compania Dominicana de Telefonos S. A.
200.88.116.161: 6400, Compania Dominicana de Telefonos S. A.
200.88.116.25: 6400, Compania Dominicana de Telefonos S. A.
200.88.117.113: 6400, Compania Dominicana de Telefonos S. A.
200.88.117.129: 6400, Compania Dominicana de Telefonos S. A.
200.88.117.17: 6400, Compania Dominicana de Telefonos S. A.
200.88.117.186: 6400, Compania Dominicana de Telefonos S. A.
200.88.117.65: 6400, Compania Dominicana de Telefonos S. A.
200.88.117.97: 6400, Compania Dominicana de Telefonos S. A.
200.88.158.65: 6400, Compania Dominicana de Telefonos S. A.
200.88.164.162: 6400, Compania Dominicana de Telefonos S. A.
200.88.181.57: 6400, Compania Dominicana de Telefonos S. A.
200.88.253.129: 6400, Compania Dominicana de Telefonos S. A.
200.88.253.65: 6400, Compania Dominicana de Telefonos S. A.
200.88.48.161: 6400, Compania Dominicana de Telefonos S. A.
200.88.48.81: 6400, Compania Dominicana de Telefonos S. A.
200.88.51.66: 6400, Compania Dominicana de Telefonos S. A.
200.88.67.17: 6400, Compania Dominicana de Telefonos S. A.
200.88.81.153: 6400, Compania Dominicana de Telefonos S. A.
200.88.85.65: 6400, Compania Dominicana de Telefonos S. A.
200.88.85.70: 6400, Compania Dominicana de Telefonos S. A.
200.89.140.114: 7303, Telecom Argentina S.A.
200.9.18.229: 266224, INTERNET ULTRA LTDA
200.91.130.89: 11830, Instituto Costarricense de Electricidad y Telecom.
200.91.193.41: 18747, IFX18747
200.91.202.10: 18747, IFX18747
200.91.205.122: 18747, IFX18747
200.91.207.50: 18747, IFX18747
200.91.213.202: 18747, IFX18747
200.91.214.132: 18747, IFX18747
200.91.224.74: 18747, IFX18747
200.91.230.130: 18747, IFX18747
200.91.236.180: 18747, IFX18747
200.91.236.188: 18747, IFX18747
200.91.238.170: 18747, IFX18747
200.91.239.122: 18747, IFX18747
200.91.246.234: 18747, IFX18747
200.91.246.242: 18747, IFX18747
200.91.255.170: 18747, IFX18747
200.92.152.26: 262916, Mega Cable, S.A. de C.V.
200.92.196.26: 13999, Mega Cable, S.A. de C.V.
200.92.198.174: 13999, Mega Cable, S.A. de C.V.
200.92.199.254: 262916, Mega Cable, S.A. de C.V.
200.92.199.34: 262916, Mega Cable, S.A. de C.V.
200.92.199.98: 262916, Mega Cable, S.A. de C.V.
200.92.202.186: 262916, Mega Cable, S.A. de C.V.
200.92.204.170: 262916, Mega Cable, S.A. de C.V.
200.92.206.122: 13999, Mega Cable, S.A. de C.V.
200.92.206.70: 13999, Mega Cable, S.A. de C.V.
200.92.209.198: 262916, Mega Cable, S.A. de C.V.
200.92.209.30: 262916, Mega Cable, S.A. de C.V.
200.92.226.238: 13999, Mega Cable, S.A. de C.V.
200.92.226.54: 13999, Mega Cable, S.A. de C.V.
200.92.245.78: 13999, Mega Cable, S.A. de C.V.
200.94.106.145: 265504, DIGITAL COMUNICATIONS DE MEXICO SA DE CV
200.94.106.235: 265504, DIGITAL COMUNICATIONS DE MEXICO SA DE CV
200.94.131.226: 11172, Alestra, S. de R.L. de C.V.
200.94.131.227: 11172, Alestra, S. de R.L. de C.V.
200.94.131.229: 11172, Alestra, S. de R.L. de C.V.
200.94.131.230: 11172, Alestra, S. de R.L. de C.V.
200.94.131.231: 11172, Alestra, S. de R.L. de C.V.
200.94.131.232: 11172, Alestra, S. de R.L. de C.V.
200.94.131.233: 11172, Alestra, S. de R.L. de C.V.
200.94.131.234: 11172, Alestra, S. de R.L. de C.V.
200.94.131.235: 11172, Alestra, S. de R.L. de C.V.
200.94.131.236: 11172, Alestra, S. de R.L. de C.V.
200.94.131.237: 11172, Alestra, S. de R.L. de C.V.
200.94.139.35: 11172, Alestra, S. de R.L. de C.V.
200.94.139.36: 11172, Alestra, S. de R.L. de C.V.
200.94.139.39: 11172, Alestra, S. de R.L. de C.V.
200.94.139.40: 11172, Alestra, S. de R.L. de C.V.
200.94.139.43: 11172, Alestra, S. de R.L. de C.V.
200.94.139.45: 11172, Alestra, S. de R.L. de C.V.
200.94.146.210: 11172, Alestra, S. de R.L. de C.V.
200.94.148.150: 11172, Alestra, S. de R.L. de C.V.
200.94.150.162: 11172, Alestra, S. de R.L. de C.V.
200.94.55.126: 11172, Alestra, S. de R.L. de C.V.
200.94.57.210: 11172, Alestra, S. de R.L. de C.V.
200.94.63.134: 11172, Alestra, S. de R.L. de C.V.
200.94.63.142: 11172, Alestra, S. de R.L. de C.V.
200.94.63.154: 11172, Alestra, S. de R.L. de C.V.
200.94.70.26: 11172, Alestra, S. de R.L. de C.V.
200.94.92.10: 11172, Alestra, S. de R.L. de C.V.
200.94.94.122: 11172, Alestra, S. de R.L. de C.V.
200.95.237.6: 262916, Mega Cable, S.A. de C.V.
200.95.239.126: 262916, Mega Cable, S.A. de C.V.
200.96.238.26: 8167, V tal
200.96.238.28: 8167, V tal
201.100.18.94: 8151, UNINET
201.102.88.3: 8151, UNINET
201.103.158.131: 8151, UNINET
201.103.160.251: 8151, UNINET
201.103.166.117: 8151, UNINET
201.103.172.61: 8151, UNINET
201.103.43.252: 8151, UNINET
201.103.90.209: 8151, UNINET
201.105.128.14: 8151, UNINET
201.107.64.233: 19373, Triara.com S.A. de C.V.
201.107.64.234: 19373, Triara.com S.A. de C.V.
201.107.64.235: 19373, Triara.com S.A. de C.V.
201.110.20.20: 8151, UNINET
201.110.45.183: 8151, UNINET
201.116.131.2: 8151, UNINET
201.116.145.19: 8151, UNINET
201.116.174.2: 8151, UNINET
201.116.197.120: 8151, UNINET
201.116.197.125: 8151, UNINET
201.116.202.98: 8151, UNINET
201.116.204.66: 8151, UNINET
201.116.206.2: 8151, UNINET
201.116.206.226: 8151, UNINET
201.116.216.98: 8151, UNINET
201.116.217.105: 8151, UNINET
201.116.219.82: 8151, UNINET
201.116.22.130: 8151, UNINET
201.116.221.117: 8151, UNINET
201.116.221.66: 8151, UNINET
201.116.226.114: 8151, UNINET
201.116.229.162: 8151, UNINET
201.116.230.142: 8151, UNINET
201.116.231.154: 8151, UNINET
201.116.231.242: 8151, UNINET
201.116.234.146: 8151, UNINET
201.116.234.150: 8151, UNINET
201.116.234.166: 8151, UNINET
201.116.234.170: 8151, UNINET
201.116.248.211: 8151, UNINET
201.116.248.218: 8151, UNINET
201.116.248.222: 8151, UNINET
201.116.3.82: 8151, UNINET
201.116.38.18: 8151, UNINET
201.116.47.18: 8151, UNINET
201.116.66.198: 8151, UNINET
201.116.80.66: 8151, UNINET
201.117.126.146: 8151, UNINET
201.117.239.20: 8151, UNINET
201.119.244.45: 8151, UNINET
201.13.48.144: 27699, TELEFONICA BRASIL S.A
201.130.109.211: 8151, UNINET
201.130.166.240: Unknown
201.131.124.162: 33182, DIMENOC
201.131.124.229: 33182, DIMENOC
201.131.239.174: 28432, Telecable del Mineral, S. A. de C.V.
201.131.239.218: 28432, Telecable del Mineral, S. A. de C.V.
201.132.106.174: 13999, Mega Cable, S.A. de C.V.
201.132.119.22: 262916, Mega Cable, S.A. de C.V.
201.132.155.58: 262916, Mega Cable, S.A. de C.V.
201.132.160.90: 262916, Mega Cable, S.A. de C.V.
201.132.176.10: 13999, Mega Cable, S.A. de C.V.
201.132.200.110: 13999, Mega Cable, S.A. de C.V.
201.132.200.214: 13999, Mega Cable, S.A. de C.V.
201.132.81.166: 262916, Mega Cable, S.A. de C.V.
201.132.81.178: 262916, Mega Cable, S.A. de C.V.
201.132.81.190: 262916, Mega Cable, S.A. de C.V.
201.132.81.22: 262916, Mega Cable, S.A. de C.V.
201.132.81.90: 262916, Mega Cable, S.A. de C.V.
201.132.81.98: 262916, Mega Cable, S.A. de C.V.
201.132.83.2: 262916, Mega Cable, S.A. de C.V.
201.132.84.170: 262916, Mega Cable, S.A. de C.V.
201.132.87.114: 13999, Mega Cable, S.A. de C.V.
201.132.87.118: 13999, Mega Cable, S.A. de C.V.
201.132.93.70: 13999, Mega Cable, S.A. de C.V.
201.132.93.90: 13999, Mega Cable, S.A. de C.V.
201.139.100.180: 263114, Kiwi Networks
201.139.116.82: 263114, Kiwi Networks
201.139.213.31: 265554, HISPASAT MEXICO, S.A. de C.V.
201.139.234.242: 28502, Alestra Innovacion Digital S de RL de CV
201.139.80.181: 61449, RESEARCH SRL
201.140.110.66: 18734, Operbes, S.A. de C.V.
201.140.132.26: 28502, Alestra Innovacion Digital S de RL de CV
201.140.183.52: 28506, Sistemas de Communicacion GM S.A. de C.V.
201.140.187.45: 28506, Sistemas de Communicacion GM S.A. de C.V.
201.142.129.127: 8151, UNINET
201.142.138.230: 8151, UNINET
201.142.156.205: 8151, UNINET
201.143.182.210: 8151, UNINET
201.144.120.254: 8151, UNINET
201.144.17.66: 8151, UNINET
201.144.223.18: 8151, UNINET
201.144.223.19: 8151, UNINET
201.144.227.235: 8151, UNINET
201.144.229.214: 8151, UNINET
201.144.229.30: 8151, UNINET
201.144.235.131: 8151, UNINET
201.144.246.73: 8151, UNINET
201.144.30.162: 8151, UNINET
201.144.31.227: 8151, UNINET
201.144.31.228: 8151, UNINET
201.144.31.34: 8151, UNINET
201.144.49.50: 8151, UNINET
201.144.51.203: 8151, UNINET
201.144.53.34: 8151, UNINET
201.144.60.20: 8151, UNINET
201.144.61.158: 8151, UNINET
201.144.84.70: 8151, UNINET
201.147.118.130: 8151, UNINET
201.147.118.50: 8151, UNINET
201.147.242.178: 8151, UNINET
201.147.253.246: 8151, UNINET
201.148.0.101: 18734, Operbes, S.A. de C.V.
201.148.0.117: 18734, Operbes, S.A. de C.V.
201.148.0.21: 18734, Operbes, S.A. de C.V.
201.148.193.10: 7908, SENCINET LATAM ARGENTINA SA
201.148.193.14: 7908, SENCINET LATAM ARGENTINA SA
201.148.193.18: 7908, SENCINET LATAM ARGENTINA SA
201.148.25.227: 18734, Operbes, S.A. de C.V.
201.148.30.98: 18734, Operbes, S.A. de C.V.
201.148.60.154: 18734, Operbes, S.A. de C.V.
201.148.79.226: 18734, Operbes, S.A. de C.V.
201.148.85.242: 18734, Operbes, S.A. de C.V.
201.149.19.210: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.20.38: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.20.66: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.33.154: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.34.91: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.39.174: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.51.35: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.52.138: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.52.178: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.53.162: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.69.218: 14178, Megacable Comunicaciones de Mexico, S.A. de C.V.
201.149.97.140: 15830, Equinix (EMEA) Acquisition Enterprises B.V.
201.150.32.210: 28546, Servnet Mexico, S.A. de C.V.
201.150.32.250: 28546, Servnet Mexico, S.A. de C.V.
201.150.32.66: 28546, Servnet Mexico, S.A. de C.V.
201.150.32.74: 28546, Servnet Mexico, S.A. de C.V.
201.150.32.82: 28546, Servnet Mexico, S.A. de C.V.
201.150.42.46: 28546, Servnet Mexico, S.A. de C.V.
201.150.43.114: 28546, Servnet Mexico, S.A. de C.V.
201.150.46.194: 28546, Servnet Mexico, S.A. de C.V.
201.150.46.218: 28546, Servnet Mexico, S.A. de C.V.
201.151.134.58: 11172, Alestra, S. de R.L. de C.V.
201.151.135.162: 11172, Alestra, S. de R.L. de C.V.
201.151.181.205: 11172, Alestra, S. de R.L. de C.V.
201.151.190.158: 11172, Alestra, S. de R.L. de C.V.
201.151.191.178: 11172, Alestra, S. de R.L. de C.V.
201.151.195.82: 11172, Alestra, S. de R.L. de C.V.
201.151.205.102: 11172, Alestra, S. de R.L. de C.V.
201.151.222.186: 11172, Alestra, S. de R.L. de C.V.
201.151.229.124: 11172, Alestra, S. de R.L. de C.V.
201.151.237.46: 11172, Alestra, S. de R.L. de C.V.
201.151.244.144: 11172, Alestra, S. de R.L. de C.V.
201.151.26.222: 11172, Alestra, S. de R.L. de C.V.
201.151.27.154: 11172, Alestra, S. de R.L. de C.V.
201.151.31.106: 11172, Alestra, S. de R.L. de C.V.
201.151.38.14: 11172, Alestra, S. de R.L. de C.V.
201.151.38.18: 11172, Alestra, S. de R.L. de C.V.
201.151.38.50: 11172, Alestra, S. de R.L. de C.V.
201.151.46.66: 11172, Alestra, S. de R.L. de C.V.
201.151.78.146: 11172, Alestra, S. de R.L. de C.V.
201.151.89.138: 11172, Alestra, S. de R.L. de C.V.
201.152.118.38: 8151, UNINET
201.152.126.217: 8151, UNINET
201.152.16.163: 8151, UNINET
201.152.21.19: 8151, UNINET
201.152.3.71: 8151, UNINET
201.152.33.248: 8151, UNINET
201.152.39.68: 8151, UNINET
201.152.45.39: 8151, UNINET
201.157.17.50: 32098, TRANSTELCO-INC
201.157.40.34: 22566, IP Matrix, S.A. de C.V.
201.157.54.19: 32098, TRANSTELCO-INC
201.157.61.34: 32098, TRANSTELCO-INC
201.158.207.82: 6503, Axtel, S.A.B. de C.V.
201.159.106.26: 28539, JOSE MIGUEL MACIAS CONTRERAS
201.159.109.185: 28539, JOSE MIGUEL MACIAS CONTRERAS
201.159.192.146: 28541, Mega Cable, S.A. de C.V.
201.159.238.196: 28552, Axess Net. Solutions Mexico, S. A. de C.V.
201.159.63.198: 52255, Grupo Servicios Junin S.A.
201.159.80.1: 270124, SCONTINUIDAD LATAM, S.A. DE C.V.
201.16.209.244: 16735, ALGAR TELECOM SA
201.16.219.251: 16735, ALGAR TELECOM SA
201.161.19.11: 32098, TRANSTELCO-INC
201.161.19.162: 32098, TRANSTELCO-INC
201.161.45.155: 32098, TRANSTELCO-INC
201.161.51.39: 22566, IP Matrix, S.A. de C.V.
201.162.244.26: 7438, PEGASO PCS
201.163.1.34: 11172, Alestra, S. de R.L. de C.V.
201.163.109.90: 11172, Alestra, S. de R.L. de C.V.
201.163.12.142: 11172, Alestra, S. de R.L. de C.V.
201.163.121.61: 265504, DIGITAL COMUNICATIONS DE MEXICO SA DE CV
201.163.123.150: 11172, Alestra, S. de R.L. de C.V.
201.163.123.62: 11172, Alestra, S. de R.L. de C.V.
201.163.13.138: 11172, Alestra, S. de R.L. de C.V.
201.163.14.234: 11172, Alestra, S. de R.L. de C.V.
201.163.148.10: 11172, Alestra, S. de R.L. de C.V.
201.163.163.158: 11172, Alestra, S. de R.L. de C.V.
201.163.163.218: 11172, Alestra, S. de R.L. de C.V.
201.163.164.82: 11172, Alestra, S. de R.L. de C.V.
201.163.165.86: 11172, Alestra, S. de R.L. de C.V.
201.163.167.162: 11172, Alestra, S. de R.L. de C.V.
201.163.19.206: 11172, Alestra, S. de R.L. de C.V.
201.163.193.166: 11172, Alestra, S. de R.L. de C.V.
201.163.197.198: 11172, Alestra, S. de R.L. de C.V.
201.163.210.58: 11172, Alestra, S. de R.L. de C.V.
201.163.211.74: 11172, Alestra, S. de R.L. de C.V.
201.163.216.82: 11172, Alestra, S. de R.L. de C.V.
201.163.222.218: 11172, Alestra, S. de R.L. de C.V.
201.163.227.218: 11172, Alestra, S. de R.L. de C.V.
201.163.227.222: 11172, Alestra, S. de R.L. de C.V.
201.163.232.234: 11172, Alestra, S. de R.L. de C.V.
201.163.232.82: 11172, Alestra, S. de R.L. de C.V.
201.163.233.142: 11172, Alestra, S. de R.L. de C.V.
201.163.234.118: 11172, Alestra, S. de R.L. de C.V.
201.163.50.70: 11172, Alestra, S. de R.L. de C.V.
201.163.52.194: 11172, Alestra, S. de R.L. de C.V.
201.163.63.154: 11172, Alestra, S. de R.L. de C.V.
201.163.67.210: 11172, Alestra, S. de R.L. de C.V.
201.163.7.90: 11172, Alestra, S. de R.L. de C.V.
201.163.75.242: 11172, Alestra, S. de R.L. de C.V.
201.163.96.34: 265615, Assetel SA de CV
201.163.99.178: 11172, Alestra, S. de R.L. de C.V.
201.163.99.90: 11172, Alestra, S. de R.L. de C.V.
201.164.152.142: 262916, Mega Cable, S.A. de C.V.
201.164.152.194: 262916, Mega Cable, S.A. de C.V.
201.164.154.173: 13999, Mega Cable, S.A. de C.V.
201.164.155.50: 262916, Mega Cable, S.A. de C.V.
201.164.44.10: 13999, Mega Cable, S.A. de C.V.
201.164.44.42: 13999, Mega Cable, S.A. de C.V.
201.164.45.94: 262916, Mega Cable, S.A. de C.V.
201.164.62.6: 262916, Mega Cable, S.A. de C.V.
201.164.62.66: 262916, Mega Cable, S.A. de C.V.
201.165.116.82: 13999, Mega Cable, S.A. de C.V.
201.165.119.68: 13999, Mega Cable, S.A. de C.V.
201.165.210.234: 13999, Mega Cable, S.A. de C.V.
201.165.221.226: 13999, Mega Cable, S.A. de C.V.
201.165.54.230: 13999, Mega Cable, S.A. de C.V.
201.165.54.34: 13999, Mega Cable, S.A. de C.V.
201.165.86.67: 262916, Mega Cable, S.A. de C.V.
201.165.86.68: 262916, Mega Cable, S.A. de C.V.
201.167.5.62: 16960, Cablevision Red, S.A de C.V.
201.168.127.122: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.127.22: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.65: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.66: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.67: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.68: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.69: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.70: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.71: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.72: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.73: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.74: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.75: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.76: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.77: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.78: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.79: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.80: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.81: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.83: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.84: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.87: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.89: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.91: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.136.92: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.152.106: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.162.150: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.171.130: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.174.174: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.174.178: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.174.181: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.198.58: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.206.38: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.209.178: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.3.6: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.63.250: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.168.63.98: 19332, COORDINADORA DE CARRIERS, S.A. DE C.V.
201.17.27.238: 28573, Claro NXT Telecomunicacoes Ltda
201.170.115.243: 8151, UNINET
201.170.119.205: 8151, UNINET
201.170.166.244: 8151, UNINET
201.170.205.144: 8151, UNINET
201.170.58.28: 8151, UNINET
201.171.71.23: 8151, UNINET
201.174.104.242: 32098, TRANSTELCO-INC
201.174.111.186: 32098, TRANSTELCO-INC
201.174.114.66: 32098, TRANSTELCO-INC
201.174.114.70: 32098, TRANSTELCO-INC
201.174.114.81: 32098, TRANSTELCO-INC
201.174.114.97: 32098, TRANSTELCO-INC
201.174.118.187: 32098, TRANSTELCO-INC
201.174.123.182: 32098, TRANSTELCO-INC
201.174.133.22: 32098, TRANSTELCO-INC
201.174.135.250: 32098, TRANSTELCO-INC
201.174.14.138: 32098, TRANSTELCO-INC
201.174.173.218: 32098, TRANSTELCO-INC
201.174.190.230: 32098, TRANSTELCO-INC
201.174.224.186: 32098, TRANSTELCO-INC
201.174.224.194: 32098, TRANSTELCO-INC
201.174.239.250: 32098, TRANSTELCO-INC
201.174.240.224: 32098, TRANSTELCO-INC
201.174.240.226: 32098, TRANSTELCO-INC
201.174.240.230: 32098, TRANSTELCO-INC
201.174.248.178: 32098, TRANSTELCO-INC
201.174.51.158: 32098, TRANSTELCO-INC
201.174.56.182: 32098, TRANSTELCO-INC
201.174.62.218: 32098, TRANSTELCO-INC
201.174.62.226: 32098, TRANSTELCO-INC
201.174.64.53: 32098, TRANSTELCO-INC
201.174.64.53: 32098, TRANSTELCO-INC
201.174.73.14: 32098, TRANSTELCO-INC
201.175.0.194: 22908, Sixsigma Networks Mexico, S.A. de C.V.
201.175.0.242: 22908, Sixsigma Networks Mexico, S.A. de C.V.
201.175.21.132: 22908, Sixsigma Networks Mexico, S.A. de C.V.
201.175.30.168: 22908, Sixsigma Networks Mexico, S.A. de C.V.
201.175.33.242: 22908, Sixsigma Networks Mexico, S.A. de C.V.
201.184.111.66: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.17.18: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.179.126: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.241.66: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.246.226: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.246.42: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.252.12: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.252.59: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.29.106: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.52.164: 13489, UNE EPM TELECOMUNICACIONES S.A.
